IL,IL_step,MPO_in,MPO_out,c1,c2,c4,device,RECAL1,csv_line,path_file,slot,step_in_path,cmd,axis,attempt,peak_ok,code,col0,n_samples,span_raw,span_db,argmax_idx,peak_raw
1.9719,475,MPO40-7,MPO88-7,27,7,59,2#叶子,RECAL 1 6 27 1 1 59,2843,pm_pm_1x64_2,4,62,RECAL 3 0 9999 -328 64 4 80,Y,3,1,Ok,-392,33,1250,0.1250,15,-252778
1.9719,475,MPO40-7,MPO88-7,27,7,59,2#叶子,RECAL 1 6 27 1 1 59,2844,pm_pm_1x64_2,4,62,RECAL 3 1 9999 -328 64 4 80,X,1,1,Ok,-2867,33,251273,25.1273,14,-244818
1.9719,475,MPO40-7,MPO88-7,27,7,59,1#MCS,RECAL 1 3 27 7 7 59,1031,pm_pm_mcs1,1,475,RECAL 3 0 9999 9999 64 4 80,Y,1,0,ParabolaNotDownward,-59,33,376,0.0376,0,-252267
1.9719,475,MPO40-7,MPO88-7,27,7,59,1#MCS,RECAL 1 3 27 7 7 59,1032,pm_pm_mcs1,1,475,RECAL 3 0 9999 9999 200 4 80,Y,2,0,ParabolaNotDownward,-195,101,3475,0.3475,5,-251701
1.9719,475,MPO40-7,MPO88-7,27,7,59,1#MCS,RECAL 1 3 27 7 7 59,1033,pm_pm_mcs1,1,475,RECAL 3 0 9999 -395 200 4 80,Y,3,0,VertexOutOfRange,-595,101,67165,6.7165,99,-251588
1.9719,475,MPO40-7,MPO88-7,27,7,59,1#MCS,RECAL 1 3 27 7 7 59,1034,pm_pm_mcs1,1,475,RECAL 3 0 9999 405 200 4 80,Y,4,0,ParabolaNotDownward,205,101,103115,10.3115,0,-255135
1.9719,475,MPO40-7,MPO88-7,27,7,59,1#MCS,RECAL 1 3 27 7 7 59,1035,pm_pm_mcs1,1,475,RECAL 3 0 9999 -190 64 4 80,Y,5,1,Ok,-254,33,675,0.0675,18,-251498
1.9719,475,MPO40-7,MPO88-7,27,7,59,1#MCS,RECAL 1 3 27 7 7 59,1036,pm_pm_mcs1,1,475,RECAL 3 1 9999 -180 64 4 80,X,1,1,Ok,2749,33,249223,24.9223,18,-247637
1.9719,475,MPO40-7,MPO88-7,27,7,59,2#MCS,RECAL 1 4 27 7 7 59,2331,pm_pm_mcs2,2,475,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,917,33,13998,1.3998,17,-252277
1.9719,475,MPO40-7,MPO88-7,27,7,59,2#MCS,RECAL 1 4 27 7 7 59,2332,pm_pm_mcs2,2,475,RECAL 3 1 9999 986 64 4 80,X,1,1,Ok,2777,33,247284,24.7284,17,-249289
1.0705,476,MPO40-8,MPO88-8,27,8,59,1#SW1级联,RECAL 1 1 15 1 1 47,2572,pm_pm_1x64_1,3,8,RECAL 3 0 9999 9999 64 4 80,Y,1,0,ParabolaNotDownward,29,33,1011,0.1011,7,-249873
1.0705,476,MPO40-8,MPO88-8,27,8,59,1#SW1级联,RECAL 1 1 15 1 1 47,2573,pm_pm_1x64_1,3,8,RECAL 3 0 9999 9999 200 4 80,Y,2,0,ParabolaNotDownward,-107,101,8267,0.8267,0,-248874
1.0705,476,MPO40-8,MPO88-8,27,8,59,1#SW1级联,RECAL 1 1 15 1 1 47,2574,pm_pm_1x64_1,3,8,RECAL 3 0 9999 -307 200 4 80,Y,3,1,Ok,-507,101,28532,2.8532,82,-248035
1.0705,476,MPO40-8,MPO88-8,27,8,59,1#SW1级联,RECAL 1 1 15 1 1 47,2575,pm_pm_1x64_1,3,8,RECAL 3 0 9999 -195 64 4 80,Y,4,1,Ok,-259,33,582,0.0582,16,-247940
1.0705,476,MPO40-8,MPO88-8,27,8,59,1#SW1级联,RECAL 1 1 15 1 1 47,2576,pm_pm_1x64_1,3,8,RECAL 3 1 9999 -191 64 4 80,X,1,1,Ok,2123,33,225933,22.5933,18,-246169
1.0705,476,MPO40-8,MPO88-8,27,8,59,1#叶子,RECAL 1 2 27 1 1 59,2625,pm_pm_1x64_1,3,30,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-2288,33,79973,7.9973,15,-253925
1.0705,476,MPO40-8,MPO88-8,27,8,59,1#叶子,RECAL 1 2 27 1 1 59,2626,pm_pm_1x64_1,3,30,RECAL 3 1 9999 -2229 64 4 80,X,1,1,Ok,-2911,33,246086,24.6086,14,-249925
1.0705,476,MPO40-8,MPO88-8,27,8,59,2#SW1级联,RECAL 1 5 17 1 1 49,2729,pm_pm_1x64_2,4,10,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-1042,33,17725,1.7725,13,-242645
1.0705,476,MPO40-8,MPO88-8,27,8,59,2#SW1级联,RECAL 1 5 17 1 1 49,2730,pm_pm_1x64_2,4,10,RECAL 3 1 9999 -989 64 4 80,X,1,1,Ok,-1390,33,95937,9.5937,17,-242326
1.0705,476,MPO40-8,MPO88-8,27,8,59,2#叶子,RECAL 1 6 27 1 1 59,2841,pm_pm_1x64_2,4,62,RECAL 3 0 9999 9999 64 4 80,Y,1,0,ParabolaNotDownward,-343,33,2140,0.2140,6,-253068
1.0705,476,MPO40-8,MPO88-8,27,8,59,2#叶子,RECAL 1 6 27 1 1 59,2842,pm_pm_1x64_2,4,62,RECAL 3 0 9999 9999 200 4 80,Y,2,1,Ok,-479,101,8956,0.8956,38,-252819
1.0705,476,MPO40-8,MPO88-8,27,8,59,2#叶子,RECAL 1 6 27 1 1 59,2843,pm_pm_1x64_2,4,62,RECAL 3 0 9999 -328 64 4 80,Y,3,1,Ok,-392,33,1250,0.1250,15,-252778
1.0705,476,MPO40-8,MPO88-8,27,8,59,2#叶子,RECAL 1 6 27 1 1 59,2844,pm_pm_1x64_2,4,62,RECAL 3 1 9999 -328 64 4 80,X,1,1,Ok,-2867,33,251273,25.1273,14,-244818
1.0705,476,MPO40-8,MPO88-8,27,8,59,1#MCS,RECAL 1 3 27 8 8 59,1037,pm_pm_mcs1,1,476,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-564,33,3319,0.3319,15,-245762
1.0705,476,MPO40-8,MPO88-8,27,8,59,1#MCS,RECAL 1 3 27 8 8 59,1038,pm_pm_mcs1,1,476,RECAL 3 1 9999 -507 64 4 80,X,1,1,Ok,2100,33,241309,24.1309,18,-242946
1.0705,476,MPO40-8,MPO88-8,27,8,59,2#MCS,RECAL 1 4 27 8 8 59,2333,pm_pm_mcs2,2,476,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,894,33,15137,1.5137,17,-245216
1.0705,476,MPO40-8,MPO88-8,27,8,59,2#MCS,RECAL 1 4 27 8 8 59,2334,pm_pm_mcs2,2,476,RECAL 3 1 9999 964 64 4 80,X,1,1,Ok,2157,33,242612,24.2612,17,-244524
0.3226,477,MPO40-9,MPO88-9,27,9,59,1#SW1级联,RECAL 1 1 15 1 1 47,2572,pm_pm_1x64_1,3,8,RECAL 3 0 9999 9999 64 4 80,Y,1,0,ParabolaNotDownward,29,33,1011,0.1011,7,-249873
0.3226,477,MPO40-9,MPO88-9,27,9,59,1#SW1级联,RECAL 1 1 15 1 1 47,2573,pm_pm_1x64_1,3,8,RECAL 3 0 9999 9999 200 4 80,Y,2,0,ParabolaNotDownward,-107,101,8267,0.8267,0,-248874
0.3226,477,MPO40-9,MPO88-9,27,9,59,1#SW1级联,RECAL 1 1 15 1 1 47,2574,pm_pm_1x64_1,3,8,RECAL 3 0 9999 -307 200 4 80,Y,3,1,Ok,-507,101,28532,2.8532,82,-248035
0.3226,477,MPO40-9,MPO88-9,27,9,59,1#SW1级联,RECAL 1 1 15 1 1 47,2575,pm_pm_1x64_1,3,8,RECAL 3 0 9999 -195 64 4 80,Y,4,1,Ok,-259,33,582,0.0582,16,-247940
0.3226,477,MPO40-9,MPO88-9,27,9,59,1#SW1级联,RECAL 1 1 15 1 1 47,2576,pm_pm_1x64_1,3,8,RECAL 3 1 9999 -191 64 4 80,X,1,1,Ok,2123,33,225933,22.5933,18,-246169
0.3226,477,MPO40-9,MPO88-9,27,9,59,1#叶子,RECAL 1 2 27 1 1 59,2625,pm_pm_1x64_1,3,30,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-2288,33,79973,7.9973,15,-253925
0.3226,477,MPO40-9,MPO88-9,27,9,59,1#叶子,RECAL 1 2 27 1 1 59,2626,pm_pm_1x64_1,3,30,RECAL 3 1 9999 -2229 64 4 80,X,1,1,Ok,-2911,33,246086,24.6086,14,-249925
0.3226,477,MPO40-9,MPO88-9,27,9,59,2#SW1级联,RECAL 1 5 17 1 1 49,2729,pm_pm_1x64_2,4,10,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-1042,33,17725,1.7725,13,-242645
0.3226,477,MPO40-9,MPO88-9,27,9,59,2#SW1级联,RECAL 1 5 17 1 1 49,2730,pm_pm_1x64_2,4,10,RECAL 3 1 9999 -989 64 4 80,X,1,1,Ok,-1390,33,95937,9.5937,17,-242326
0.3226,477,MPO40-9,MPO88-9,27,9,59,2#叶子,RECAL 1 6 27 1 1 59,2841,pm_pm_1x64_2,4,62,RECAL 3 0 9999 9999 64 4 80,Y,1,0,ParabolaNotDownward,-343,33,2140,0.2140,6,-253068
0.3226,477,MPO40-9,MPO88-9,27,9,59,2#叶子,RECAL 1 6 27 1 1 59,2842,pm_pm_1x64_2,4,62,RECAL 3 0 9999 9999 200 4 80,Y,2,1,Ok,-479,101,8956,0.8956,38,-252819
0.3226,477,MPO40-9,MPO88-9,27,9,59,2#叶子,RECAL 1 6 27 1 1 59,2843,pm_pm_1x64_2,4,62,RECAL 3 0 9999 -328 64 4 80,Y,3,1,Ok,-392,33,1250,0.1250,15,-252778
0.3226,477,MPO40-9,MPO88-9,27,9,59,2#叶子,RECAL 1 6 27 1 1 59,2844,pm_pm_1x64_2,4,62,RECAL 3 1 9999 -328 64 4 80,X,1,1,Ok,-2867,33,251273,25.1273,14,-244818
0.3226,477,MPO40-9,MPO88-9,27,9,59,1#MCS,RECAL 1 3 27 9 9 59,1039,pm_pm_mcs1,1,477,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-711,33,7686,0.7686,13,-240714
0.3226,477,MPO40-9,MPO88-9,27,9,59,1#MCS,RECAL 1 3 27 9 9 59,1040,pm_pm_mcs1,1,477,RECAL 3 1 9999 -660 64 4 80,X,1,1,Ok,1144,33,84628,8.4628,17,-240278
0.3226,477,MPO40-9,MPO88-9,27,9,59,2#MCS,RECAL 1 4 27 9 9 59,2335,pm_pm_mcs2,2,477,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,542,33,5056,0.5056,17,-240409
0.3226,477,MPO40-9,MPO88-9,27,9,59,2#MCS,RECAL 1 4 27 9 9 59,2336,pm_pm_mcs2,2,477,RECAL 3 1 9999 610 64 4 80,X,1,1,Ok,1287,33,104674,10.4674,16,-240394
0.2104,478,MPO40-10,MPO88-10,27,10,59,1#SW1级联,RECAL 1 1 15 1 1 47,2572,pm_pm_1x64_1,3,8,RECAL 3 0 9999 9999 64 4 80,Y,1,0,ParabolaNotDownward,29,33,1011,0.1011,7,-249873
0.2104,478,MPO40-10,MPO88-10,27,10,59,1#SW1级联,RECAL 1 1 15 1 1 47,2573,pm_pm_1x64_1,3,8,RECAL 3 0 9999 9999 200 4 80,Y,2,0,ParabolaNotDownward,-107,101,8267,0.8267,0,-248874
0.2104,478,MPO40-10,MPO88-10,27,10,59,1#SW1级联,RECAL 1 1 15 1 1 47,2574,pm_pm_1x64_1,3,8,RECAL 3 0 9999 -307 200 4 80,Y,3,1,Ok,-507,101,28532,2.8532,82,-248035
0.2104,478,MPO40-10,MPO88-10,27,10,59,1#SW1级联,RECAL 1 1 15 1 1 47,2575,pm_pm_1x64_1,3,8,RECAL 3 0 9999 -195 64 4 80,Y,4,1,Ok,-259,33,582,0.0582,16,-247940
0.2104,478,MPO40-10,MPO88-10,27,10,59,1#SW1级联,RECAL 1 1 15 1 1 47,2576,pm_pm_1x64_1,3,8,RECAL 3 1 9999 -191 64 4 80,X,1,1,Ok,2123,33,225933,22.5933,18,-246169
0.2104,478,MPO40-10,MPO88-10,27,10,59,1#叶子,RECAL 1 2 27 1 1 59,2625,pm_pm_1x64_1,3,30,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-2288,33,79973,7.9973,15,-253925
0.2104,478,MPO40-10,MPO88-10,27,10,59,1#叶子,RECAL 1 2 27 1 1 59,2626,pm_pm_1x64_1,3,30,RECAL 3 1 9999 -2229 64 4 80,X,1,1,Ok,-2911,33,246086,24.6086,14,-249925
0.2104,478,MPO40-10,MPO88-10,27,10,59,2#SW1级联,RECAL 1 5 17 1 1 49,2729,pm_pm_1x64_2,4,10,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-1042,33,17725,1.7725,13,-242645
0.2104,478,MPO40-10,MPO88-10,27,10,59,2#SW1级联,RECAL 1 5 17 1 1 49,2730,pm_pm_1x64_2,4,10,RECAL 3 1 9999 -989 64 4 80,X,1,1,Ok,-1390,33,95937,9.5937,17,-242326
0.2104,478,MPO40-10,MPO88-10,27,10,59,2#叶子,RECAL 1 6 27 1 1 59,2841,pm_pm_1x64_2,4,62,RECAL 3 0 9999 9999 64 4 80,Y,1,0,ParabolaNotDownward,-343,33,2140,0.2140,6,-253068
0.2104,478,MPO40-10,MPO88-10,27,10,59,2#叶子,RECAL 1 6 27 1 1 59,2842,pm_pm_1x64_2,4,62,RECAL 3 0 9999 9999 200 4 80,Y,2,1,Ok,-479,101,8956,0.8956,38,-252819
0.2104,478,MPO40-10,MPO88-10,27,10,59,2#叶子,RECAL 1 6 27 1 1 59,2843,pm_pm_1x64_2,4,62,RECAL 3 0 9999 -328 64 4 80,Y,3,1,Ok,-392,33,1250,0.1250,15,-252778
0.2104,478,MPO40-10,MPO88-10,27,10,59,2#叶子,RECAL 1 6 27 1 1 59,2844,pm_pm_1x64_2,4,62,RECAL 3 1 9999 -328 64 4 80,X,1,1,Ok,-2867,33,251273,25.1273,14,-244818
0.2104,478,MPO40-10,MPO88-10,27,10,59,1#MCS,RECAL 1 3 27 10 10 59,1041,pm_pm_mcs1,1,478,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-787,33,9791,0.9791,13,-241261
0.2104,478,MPO40-10,MPO88-10,27,10,59,1#MCS,RECAL 1 3 27 10 10 59,1042,pm_pm_mcs1,1,478,RECAL 3 1 9999 -736 64 4 80,X,1,1,Ok,-1449,33,102887,10.2887,15,-241249
0.2104,478,MPO40-10,MPO88-10,27,10,59,2#MCS,RECAL 1 4 27 10 10 59,2337,pm_pm_mcs2,2,478,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,826,33,13963,1.3963,18,-240987
0.2104,478,MPO40-10,MPO88-10,27,10,59,2#MCS,RECAL 1 4 27 10 10 59,2338,pm_pm_mcs2,2,478,RECAL 3 1 9999 897 64 4 80,X,1,1,Ok,-1270,33,84238,8.4238,15,-240653
0.5507,479,MPO40-11,MPO88-11,27,11,59,1#SW1级联,RECAL 1 1 15 1 1 47,2572,pm_pm_1x64_1,3,8,RECAL 3 0 9999 9999 64 4 80,Y,1,0,ParabolaNotDownward,29,33,1011,0.1011,7,-249873
0.5507,479,MPO40-11,MPO88-11,27,11,59,1#SW1级联,RECAL 1 1 15 1 1 47,2573,pm_pm_1x64_1,3,8,RECAL 3 0 9999 9999 200 4 80,Y,2,0,ParabolaNotDownward,-107,101,8267,0.8267,0,-248874
0.5507,479,MPO40-11,MPO88-11,27,11,59,1#SW1级联,RECAL 1 1 15 1 1 47,2574,pm_pm_1x64_1,3,8,RECAL 3 0 9999 -307 200 4 80,Y,3,1,Ok,-507,101,28532,2.8532,82,-248035
0.5507,479,MPO40-11,MPO88-11,27,11,59,1#SW1级联,RECAL 1 1 15 1 1 47,2575,pm_pm_1x64_1,3,8,RECAL 3 0 9999 -195 64 4 80,Y,4,1,Ok,-259,33,582,0.0582,16,-247940
0.5507,479,MPO40-11,MPO88-11,27,11,59,1#SW1级联,RECAL 1 1 15 1 1 47,2576,pm_pm_1x64_1,3,8,RECAL 3 1 9999 -191 64 4 80,X,1,1,Ok,2123,33,225933,22.5933,18,-246169
0.5507,479,MPO40-11,MPO88-11,27,11,59,1#叶子,RECAL 1 2 27 1 1 59,2625,pm_pm_1x64_1,3,30,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-2288,33,79973,7.9973,15,-253925
0.5507,479,MPO40-11,MPO88-11,27,11,59,1#叶子,RECAL 1 2 27 1 1 59,2626,pm_pm_1x64_1,3,30,RECAL 3 1 9999 -2229 64 4 80,X,1,1,Ok,-2911,33,246086,24.6086,14,-249925
0.5507,479,MPO40-11,MPO88-11,27,11,59,2#SW1级联,RECAL 1 5 17 1 1 49,2729,pm_pm_1x64_2,4,10,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-1042,33,17725,1.7725,13,-242645
0.5507,479,MPO40-11,MPO88-11,27,11,59,2#SW1级联,RECAL 1 5 17 1 1 49,2730,pm_pm_1x64_2,4,10,RECAL 3 1 9999 -989 64 4 80,X,1,1,Ok,-1390,33,95937,9.5937,17,-242326
0.5507,479,MPO40-11,MPO88-11,27,11,59,2#叶子,RECAL 1 6 27 1 1 59,2841,pm_pm_1x64_2,4,62,RECAL 3 0 9999 9999 64 4 80,Y,1,0,ParabolaNotDownward,-343,33,2140,0.2140,6,-253068
0.5507,479,MPO40-11,MPO88-11,27,11,59,2#叶子,RECAL 1 6 27 1 1 59,2842,pm_pm_1x64_2,4,62,RECAL 3 0 9999 9999 200 4 80,Y,2,1,Ok,-479,101,8956,0.8956,38,-252819
0.5507,479,MPO40-11,MPO88-11,27,11,59,2#叶子,RECAL 1 6 27 1 1 59,2843,pm_pm_1x64_2,4,62,RECAL 3 0 9999 -328 64 4 80,Y,3,1,Ok,-392,33,1250,0.1250,15,-252778
0.5507,479,MPO40-11,MPO88-11,27,11,59,2#叶子,RECAL 1 6 27 1 1 59,2844,pm_pm_1x64_2,4,62,RECAL 3 1 9999 -328 64 4 80,X,1,1,Ok,-2867,33,251273,25.1273,14,-244818
0.5507,479,MPO40-11,MPO88-11,27,11,59,1#MCS,RECAL 1 3 27 11 11 59,1043,pm_pm_mcs1,1,479,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-690,33,5544,0.5544,15,-245809
0.5507,479,MPO40-11,MPO88-11,27,11,59,1#MCS,RECAL 1 3 27 11 11 59,1044,pm_pm_mcs1,1,479,RECAL 3 1 9999 -633 64 4 80,X,1,1,Ok,-2333,33,243948,24.3948,15,-244114
0.5507,479,MPO40-11,MPO88-11,27,11,59,2#MCS,RECAL 1 4 27 11 11 59,2339,pm_pm_mcs2,2,479,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,446,33,3779,0.3779,18,-245612
0.5507,479,MPO40-11,MPO88-11,27,11,59,2#MCS,RECAL 1 4 27 11 11 59,2340,pm_pm_mcs2,2,479,RECAL 3 1 9999 518 64 4 80,X,1,1,Ok,-2205,33,240058,24.0058,14,-242987
0.9071,480,MPO40-12,MPO88-12,27,12,59,1#SW1级联,RECAL 1 1 15 1 1 47,2572,pm_pm_1x64_1,3,8,RECAL 3 0 9999 9999 64 4 80,Y,1,0,ParabolaNotDownward,29,33,1011,0.1011,7,-249873
0.9071,480,MPO40-12,MPO88-12,27,12,59,1#SW1级联,RECAL 1 1 15 1 1 47,2573,pm_pm_1x64_1,3,8,RECAL 3 0 9999 9999 200 4 80,Y,2,0,ParabolaNotDownward,-107,101,8267,0.8267,0,-248874
0.9071,480,MPO40-12,MPO88-12,27,12,59,1#SW1级联,RECAL 1 1 15 1 1 47,2574,pm_pm_1x64_1,3,8,RECAL 3 0 9999 -307 200 4 80,Y,3,1,Ok,-507,101,28532,2.8532,82,-248035
0.9071,480,MPO40-12,MPO88-12,27,12,59,1#SW1级联,RECAL 1 1 15 1 1 47,2575,pm_pm_1x64_1,3,8,RECAL 3 0 9999 -195 64 4 80,Y,4,1,Ok,-259,33,582,0.0582,16,-247940
0.9071,480,MPO40-12,MPO88-12,27,12,59,1#SW1级联,RECAL 1 1 15 1 1 47,2576,pm_pm_1x64_1,3,8,RECAL 3 1 9999 -191 64 4 80,X,1,1,Ok,2123,33,225933,22.5933,18,-246169
0.9071,480,MPO40-12,MPO88-12,27,12,59,1#叶子,RECAL 1 2 27 1 1 59,2625,pm_pm_1x64_1,3,30,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-2288,33,79973,7.9973,15,-253925
0.9071,480,MPO40-12,MPO88-12,27,12,59,1#叶子,RECAL 1 2 27 1 1 59,2626,pm_pm_1x64_1,3,30,RECAL 3 1 9999 -2229 64 4 80,X,1,1,Ok,-2911,33,246086,24.6086,14,-249925
0.9071,480,MPO40-12,MPO88-12,27,12,59,2#SW1级联,RECAL 1 5 17 1 1 49,2729,pm_pm_1x64_2,4,10,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-1042,33,17725,1.7725,13,-242645
0.9071,480,MPO40-12,MPO88-12,27,12,59,2#SW1级联,RECAL 1 5 17 1 1 49,2730,pm_pm_1x64_2,4,10,RECAL 3 1 9999 -989 64 4 80,X,1,1,Ok,-1390,33,95937,9.5937,17,-242326
0.9071,480,MPO40-12,MPO88-12,27,12,59,2#叶子,RECAL 1 6 27 1 1 59,2841,pm_pm_1x64_2,4,62,RECAL 3 0 9999 9999 64 4 80,Y,1,0,ParabolaNotDownward,-343,33,2140,0.2140,6,-253068
0.9071,480,MPO40-12,MPO88-12,27,12,59,2#叶子,RECAL 1 6 27 1 1 59,2842,pm_pm_1x64_2,4,62,RECAL 3 0 9999 9999 200 4 80,Y,2,1,Ok,-479,101,8956,0.8956,38,-252819
0.9071,480,MPO40-12,MPO88-12,27,12,59,2#叶子,RECAL 1 6 27 1 1 59,2843,pm_pm_1x64_2,4,62,RECAL 3 0 9999 -328 64 4 80,Y,3,1,Ok,-392,33,1250,0.1250,15,-252778
0.9071,480,MPO40-12,MPO88-12,27,12,59,2#叶子,RECAL 1 6 27 1 1 59,2844,pm_pm_1x64_2,4,62,RECAL 3 1 9999 -328 64 4 80,X,1,1,Ok,-2867,33,251273,25.1273,14,-244818
0.9071,480,MPO40-12,MPO88-12,27,12,59,1#MCS,RECAL 1 3 27 12 12 59,1045,pm_pm_mcs1,1,480,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-789,33,7179,0.7179,14,-255787
0.9071,480,MPO40-12,MPO88-12,27,12,59,1#MCS,RECAL 1 3 27 12 12 59,1046,pm_pm_mcs1,1,480,RECAL 3 1 9999 -733 64 4 80,X,1,1,Ok,-2956,33,248672,24.8672,14,-248701
0.9071,480,MPO40-12,MPO88-12,27,12,59,2#MCS,RECAL 1 4 27 12 12 59,2341,pm_pm_mcs2,2,480,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,764,33,11024,1.1024,19,-255840
0.9071,480,MPO40-12,MPO88-12,27,12,59,2#MCS,RECAL 1 4 27 12 12 59,2342,pm_pm_mcs2,2,480,RECAL 3 1 9999 838 64 4 80,X,1,1,Ok,-2846,33,246269,24.6269,14,-250489
1.0357,481,MPO41-1,MPO89-1,27,13,59,1#SW1级联,RECAL 1 1 15 1 1 47,2572,pm_pm_1x64_1,3,8,RECAL 3 0 9999 9999 64 4 80,Y,1,0,ParabolaNotDownward,29,33,1011,0.1011,7,-249873
1.0357,481,MPO41-1,MPO89-1,27,13,59,1#SW1级联,RECAL 1 1 15 1 1 47,2573,pm_pm_1x64_1,3,8,RECAL 3 0 9999 9999 200 4 80,Y,2,0,ParabolaNotDownward,-107,101,8267,0.8267,0,-248874
1.0357,481,MPO41-1,MPO89-1,27,13,59,1#SW1级联,RECAL 1 1 15 1 1 47,2574,pm_pm_1x64_1,3,8,RECAL 3 0 9999 -307 200 4 80,Y,3,1,Ok,-507,101,28532,2.8532,82,-248035
1.0357,481,MPO41-1,MPO89-1,27,13,59,1#SW1级联,RECAL 1 1 15 1 1 47,2575,pm_pm_1x64_1,3,8,RECAL 3 0 9999 -195 64 4 80,Y,4,1,Ok,-259,33,582,0.0582,16,-247940
1.0357,481,MPO41-1,MPO89-1,27,13,59,1#SW1级联,RECAL 1 1 15 1 1 47,2576,pm_pm_1x64_1,3,8,RECAL 3 1 9999 -191 64 4 80,X,1,1,Ok,2123,33,225933,22.5933,18,-246169
1.0357,481,MPO41-1,MPO89-1,27,13,59,1#叶子,RECAL 1 2 27 1 1 59,2625,pm_pm_1x64_1,3,30,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-2288,33,79973,7.9973,15,-253925
1.0357,481,MPO41-1,MPO89-1,27,13,59,1#叶子,RECAL 1 2 27 1 1 59,2626,pm_pm_1x64_1,3,30,RECAL 3 1 9999 -2229 64 4 80,X,1,1,Ok,-2911,33,246086,24.6086,14,-249925
1.0357,481,MPO41-1,MPO89-1,27,13,59,2#SW1级联,RECAL 1 5 17 1 1 49,2729,pm_pm_1x64_2,4,10,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-1042,33,17725,1.7725,13,-242645
1.0357,481,MPO41-1,MPO89-1,27,13,59,2#SW1级联,RECAL 1 5 17 1 1 49,2730,pm_pm_1x64_2,4,10,RECAL 3 1 9999 -989 64 4 80,X,1,1,Ok,-1390,33,95937,9.5937,17,-242326
1.0357,481,MPO41-1,MPO89-1,27,13,59,2#叶子,RECAL 1 6 27 1 1 59,2841,pm_pm_1x64_2,4,62,RECAL 3 0 9999 9999 64 4 80,Y,1,0,ParabolaNotDownward,-343,33,2140,0.2140,6,-253068
1.0357,481,MPO41-1,MPO89-1,27,13,59,2#叶子,RECAL 1 6 27 1 1 59,2842,pm_pm_1x64_2,4,62,RECAL 3 0 9999 9999 200 4 80,Y,2,1,Ok,-479,101,8956,0.8956,38,-252819
1.0357,481,MPO41-1,MPO89-1,27,13,59,2#叶子,RECAL 1 6 27 1 1 59,2843,pm_pm_1x64_2,4,62,RECAL 3 0 9999 -328 64 4 80,Y,3,1,Ok,-392,33,1250,0.1250,15,-252778
1.0357,481,MPO41-1,MPO89-1,27,13,59,2#叶子,RECAL 1 6 27 1 1 59,2844,pm_pm_1x64_2,4,62,RECAL 3 1 9999 -328 64 4 80,X,1,1,Ok,-2867,33,251273,25.1273,14,-244818
1.0357,481,MPO41-1,MPO89-1,27,13,59,1#MCS,RECAL 1 3 27 13 13 59,1047,pm_pm_mcs1,1,481,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-2534,33,121666,12.1666,13,-259296
1.0357,481,MPO41-1,MPO89-1,27,13,59,1#MCS,RECAL 1 3 27 13 13 59,1048,pm_pm_mcs1,1,481,RECAL 3 1 9999 -2480 64 4 80,X,1,1,Ok,-2915,33,240806,24.0806,14,-255911
1.0357,481,MPO41-1,MPO89-1,27,13,59,2#MCS,RECAL 1 4 27 13 13 59,2343,pm_pm_mcs2,2,481,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-2298,33,75270,7.5270,16,-261698
1.0357,481,MPO41-1,MPO89-1,27,13,59,2#MCS,RECAL 1 4 27 13 13 59,2344,pm_pm_mcs2,2,481,RECAL 3 1 9999 -2234 64 4 80,X,1,1,Ok,-2878,33,240363,24.0363,14,-256314
0.7990,482,MPO41-2,MPO89-2,27,14,59,1#SW1级联,RECAL 1 1 15 1 1 47,2572,pm_pm_1x64_1,3,8,RECAL 3 0 9999 9999 64 4 80,Y,1,0,ParabolaNotDownward,29,33,1011,0.1011,7,-249873
0.7990,482,MPO41-2,MPO89-2,27,14,59,1#SW1级联,RECAL 1 1 15 1 1 47,2573,pm_pm_1x64_1,3,8,RECAL 3 0 9999 9999 200 4 80,Y,2,0,ParabolaNotDownward,-107,101,8267,0.8267,0,-248874
